first	second	third	probs
cycle	you	are	0.400000000
jewish	people	a	0.041095890
before	continuing	on	0.156250000
progress	instead	of	1.000000000
the	tree	and	0.077130045
though	theres	plenty	0.078431373
menu	itthem	monday	0.048780488
the	mayo	with	0.034482759
might	close	the	0.333333333
park	elthementary	middle	0.133333333
handed	down	to	0.169014085
square	back	to	0.500000000
as	ive	seen	0.070028011
alcohol	sales	he	0.090909091
club	soccer	team	0.166666667
people	seek	to	0.157894737
power	marketing	agency	0.666666667
players	across	the	1.000000000
way	with	words	0.069879518
thursday	sent	a	0.666666667
completed	his	sentence	0.037037037
her	touch	and	0.100000000
kill	some	time	0.305555556
equal	mix	of	0.750000000
hits	one	with	0.111111111
detail	and	a	0.032051282
still	hope	that	0.134328358
story	but	the	0.061302682
lose	him	but	0.055555556
after	is	now	0.085714286
write	back	and	0.093750000
offense	so	he	0.230769231
lesson	we	have	0.150000000
his	collection	is	0.087719298
make	ya	wanna	0.064516129
carolina	at	the	0.064516129
kidding	about	that	0.090909091
station	here	in	0.800000000
voters	would	be	0.125000000
my	a	c	0.044444444
on	anyone	but	0.050724638
if	hell	be	0.204081633
imagine	that	this	0.043636364
id	rather	be	0.230000000
crazy	enough	to	0.714285714
or	problthem	areas	0.153846154
foot	during	the	1.000000000
international	travel	and	0.100000000
moved	three	times	0.500000000
for	many	people	0.054194156
in	oklahoma	and	0.070422535
they	treated	ththem	0.073170732
just	tell	you	0.147058824
teaching	moment	on	0.142857143
catholic	education	should	0.090909091
political	give	and	1.000000000
any	friday	the	0.400000000
and	federal	agencies	0.050541516
or	wood	or	0.095238095
four	when	i	0.222222222
journal	the	story	0.071428571
further	back	to	0.076923077
times	he	was	0.089068826
company	about	the	0.250000000
agencies	are	just	0.026315789
than	turning	on	0.181818182
budget	from	a	0.076923077
often	meet	new	0.250000000
words	under	the	0.600000000
few	images	to	0.105263158
steps	along	the	0.600000000
its	fan	base	0.866666667
have	fought	the	0.104651163
readers	themail	me	1.000000000
her	jacket	and	0.250000000
a	lthemon	tree	0.025000000
drop	new	music	0.500000000
im	mad	as	0.064705882
of	status	updates	0.105263158
quality	level	that	0.200000000
already	sick	of	0.500000000
between	mom	and	1.000000000
writers	forget	about	0.500000000
ever	believes	us	0.666666667
changed	into	a	0.196428571
spending	out	of	0.666666667
lifestyle	with	a	0.111111111
is	where	you	0.081567797
famous	and	not	0.034482759
any	claims	that	0.230769231
crime	but	then	0.060000000
complex	task	of	0.285714286
if	things	are	0.117647059
must	now	be	0.171171171
lets	hear	from	0.079545455
tall	series	high	1.000000000
bad	planning	on	0.250000000
into	if	you	0.266666667
the	session	was	0.040404040
is	none	too	0.051851852
usual	this	weekend	0.176470588
ongoing	search	for	1.000000000
is	being	used	0.030461271
a	falling	star	0.138461538
heck	out	of	0.894117647
dream	he	said	0.285714286
international	speaker	and	0.500000000
senate	president	pro	0.090342679
an	r	and	0.037500000
christ	it	was	0.142857143
changing	times	and	0.130434783
oh	im	not	0.119047619
rt	top	secret	0.076923077
this	soul	with	0.125000000
hospital	waiting	room	0.500000000
more	covers	for	0.285714286
that	unless	the	0.171717172
we	learn	from	0.117021277
same	physical	space	0.333333333
points	before	an	0.057142857
way	crash	on	0.750000000
site	its	become	0.142857143
your	oven	and	0.035714286
given	during	the	0.625000000
lol	everything	is	0.333333333
garden	show	in	0.100000000
him	medical	attention	1.000000000
seven	as	we	0.333333333
promote	complex	public	1.000000000
block	hour	production	1.000000000
cheese	so	i	0.250000000
NA	companies	to	0.060723514
has	attached	to	0.428571429
center	who	is	0.061224490
her	bank	account	0.450000000
im	pretty	much	0.033557047
council	took	a	0.300000000
physical	sport	and	0.666666667
old	chain	of	0.571428571
NA	software	that	0.033676704
below	healthy	levels	1.000000000
career	low	in	0.090909091
where	local	artists	0.100000000
apply	and	use	0.041666667
current	mayor	of	0.153846154
beer	style	american	0.062500000
his	gop	opponents	0.057142857
from	christmas	travel	0.043478261
if	theyve	got	0.100000000
new	financial	rules	0.074074074
national	comedy	theatre	1.000000000
taste	in	my	0.084558824
guys	tomorrow	for	0.125000000
court	this	week	0.360655738
building	when	i	0.100000000
became	increasingly	concerned	0.113636364
or	twenty	or	0.080000000
hope	no	matter	0.032258065
been	previously	charged	0.038461538
finally	brought	it	0.095238095
lower	bay	and	0.666666667
make	about	this	0.038461538
themployees	range	from	1.000000000
private	client	group	0.909090909
his	patience	and	0.291666667
were	on	a	0.092086331
breakfast	when	i	0.200000000
for	creativity	but	0.042553191
uncle	is	in	0.051282051
black	was	so	0.064516129
people	fight	over	0.125000000
were	likely	to	1.000000000
enough	at	last	0.060975610
claim	your	gift	0.024193548
read	and	write	0.068543452
space	where	the	0.166666667
today	isnt	that	0.083333333
store	instead	of	0.833333333
magic	kingdom	of	0.034482759
still	allow	me	0.133333333
but	rain	is	0.117647059
all	married	women	0.181818182
tomatoes	can	release	0.285714286
looked	across	the	0.722222222
simply	having	a	0.350000000
orlando	city	council	0.153846154
ive	turned	up	0.080000000
this	person	and	0.032822757
my	ex	husband	0.056399132
to	vegas	for	0.088948787
subject	us	to	1.000000000
these	prices	are	0.193548387
green	film	festival	0.333333333
weekly	not	daily	1.000000000
my	desk	at	0.042452830
always	thought	of	0.081481481
historical	evidence	is	0.125000000
and	maker	of	0.500000000
with	broad	support	0.111111111
modern	home	in	0.111111111
cap	was	the	0.086956522
she	laughed	and	0.236842105
health	challenges	and	0.125000000
man	called	out	0.035714286
hes	thrilled	to	0.500000000
good	dude	and	0.085106383
story	despite	its	0.333333333
overtime	goal	for	0.181818182
deserves	another	chance	0.117647059
license	from	that	0.103448276
charge	so	much	0.444444444
post	modern	world	0.073170732
surrounded	himself	with	1.000000000
laughing	a	lot	0.400000000
invited	but	i	0.200000000
carrying	an	estimated	0.054054054
of	michael	jackson	0.089820359
any	policy	that	0.214285714
before	flying	home	0.240000000
lay	under	the	0.571428571
west	are	dating	0.086956522
child	crisis	center	0.750000000
it	simply	because	0.044117647
calls	when	im	0.133333333
table	because	it	0.200000000
all	complaints	must	0.250000000
today	lol	we	0.021276596
blogs	we	are	0.285714286
jokes	to	be	0.133333333
action	plan	and	0.051282051
placed	at	no	0.025974026
noted	above	the	0.117647059
who	steps	up	0.230769231
be	denied	coverage	0.051094891
calls	according	to	1.000000000
join	together	and	0.108108108
likes	in	his	0.100000000
revealed	as	he	0.052631579
making	twice	as	1.000000000
followers	not	to	0.200000000
market	has	a	0.054054054
internet	services	for	0.125000000
bake	sale	and	0.055555556
dinner	salad	special	0.272727273
visit	to	the	0.302325581
be	smoking	hot	0.086956522
truly	live	the	0.133333333
a	later	date	0.341935484
waters	with	an	0.142857143
sexy	at	the	0.416666667
relationship	like	this	0.125000000
power	generation	and	0.152173913
off	regular	rates	0.166666667
questions	focused	on	1.000000000
dog	fight	that	0.142857143
or	choosing	a	0.352941176
wit	in	the	0.333333333
ive	found	a	0.088068182
led	anyone	to	1.000000000
tax	revenue	for	0.066433566
hello	lovely	ladies	0.176470588
her	one	day	0.145695364
building	yet	another	0.400000000
small	amounts	in	0.035398230
leader	we	can	0.200000000
effect	be	the	0.222222222
ll	explain	that	0.130434783
forced	him	into	0.050359712
god	given	talent	0.069767442
would	face	a	0.172413793
surprised	because	i	0.333333333
painted	for	a	0.157894737
shares	and	a	0.052631579
jesus	cast	out	1.000000000
movies	with	my	0.210227273
m	strong	enough	0.500000000
while	awake	and	0.250000000
republicans	want	the	0.096153846
re	made	with	0.130434783
word	show	tonight	0.500000000
watch	across	the	1.000000000
all	other	drinks	0.014109347
options	at	this	0.107142857
to	wild	animals	0.090909091
best	every	year	0.153846154
one	said	anything	0.062111801
on	one	hand	0.051069703
to	saving	the	0.140000000
house	used	to	0.692307692
the	jail	as	0.030150754
NA	experience	in	0.048568370
by	apple	inc	0.066666667
town	but	it	0.063063063
stuff	thats	been	0.121212121
presented	on	june	0.046511628
losing	is	not	0.181818182
brand	name	drugs	0.082191781
world	away	from	0.450000000
pure	chance	on	0.500000000
never	listen	listen	0.050000000
understand	all	that	0.109090909
definitely	work	with	0.428571429
of	acting	on	0.031914894
show	just	as	0.042857143
fiscal	quarter	ended	0.130434783
been	they	dont	0.285714286
movies	when	you	0.210526316
man	could	not	0.055555556
district	intended	to	1.000000000
seniors	on	the	0.272727273
be	training	and	0.250000000
details	of	his	0.043557169
primary	forest	cover	1.000000000
your	mess	is	0.153846154
powerful	sources	of	0.500000000
county	parks	department	0.094339623
cooking	so	i	0.227272727
my	scene	partner	0.100000000
left	mine	in	0.272727273
hiring	m	h	1.000000000
miss	west	virginia	0.666666667
injury	protection	or	0.400000000
sales	was	largely	0.133333333
play	w	the	0.100000000
see	into	my	0.047619048
recipes	after	the	0.500000000
follows	three	characters	0.250000000
saying	by	studio	0.142857143
other	info	you	0.181818182
as	friends	as	0.032258065
NA	fashion	and	0.048795553
heavy	fiction	readers	1.000000000
about	today	is	0.133333333
officers	with	a	0.130434783
read	below	for	0.176470588
great	ending	to	0.461538462
central	presents	the	1.000000000
you	barely	have	0.146341463
rt	glad	to	0.312500000
enjoyed	learning	about	0.461538462
probably	taking	a	0.250000000
someone	you	love	0.186335404
out	for	me	0.034990473
as	young	and	0.045714286
different	story	with	0.027149321
doing	time	in	0.181818182
only	met	but	0.054054054
create	scoring	opportunities	0.750000000
a	peak	at	0.144144144
bills	need	a	0.333333333
continued	to	work	0.027296937
well	let	the	0.073394495
original	about	the	0.250000000
read	every	single	0.127272727
direction	on	the	0.260000000
collected	during	the	0.181818182
following	because	of	0.235294118
swear	i	just	0.055172414
one	went	on	0.070175439
has	weekends	and	1.000000000
hour	yoga	class	0.666666667
story	have	been	0.250000000
movthement	i	think	0.080000000
idk	what	to	0.251908397
second	she	was	0.142857143
shake	until	the	0.500000000
your	win	last	0.125000000
can	only	hope	0.079358874
the	flag	for	0.053097345
options	there	too	0.166666667
for	black	and	0.053475936
shit	into	the	0.428571429
amazing	individuals	and	0.500000000
will	range	from	0.871794872
favourite	one	is	0.600000000
annual	net	loss	0.400000000
house	for	dinner	0.026874116
yours	is	a	0.113333333
pic	for	me	0.088235294
finally	off	to	0.102564103
foot	home	with	0.391304348
be	beauty	and	0.333333333
different	weight	classes	0.285714286
independent	business	experts	0.055555556
kids	coming	to	0.137931034
damage	and	that	0.021052632
proof	should	be	0.666666667
pepper	at	the	0.500000000
date	on	all	0.048913043
lol	your	so	0.038461538
and	windows	are	0.039370079
weeks	time	i	0.065217391
NA	worry	about	0.398410897
see	whether	the	0.141975309
tells	reporters	he	0.333333333
case	full	of	1.000000000
said	ohio	state	0.189189189
currently	hard	to	0.400000000
these	television	shows	0.750000000
instead	here	i	0.400000000
quality	play	and	0.666666667
founder	of	a	0.033519553
pretty	one	of	0.095238095
somewhere	we	can	0.300000000
percentage	points	to	0.046296296
egg	should	be	0.666666667
eve	when	you	0.166666667
is	center	stage	0.250000000
car	sold	in	0.300000000
call	true	love	0.666666667
even	eat	with	0.081081081
celebrating	your	birthday	0.090909091
kitchen	cooking	from	0.090909091
heard	is	that	0.092592593
to	swing	the	0.069148936
parts	has	been	0.500000000
huge	moment	for	0.500000000
town	veteran	is	0.125000000
but	wide	awake	0.333333333
secretary	of	state	0.564719359
youre	low	so	0.333333333
fail	this	math	0.074074074
of	picking	the	0.068181818
online	especially	when	0.666666667
necessarily	help	the	0.500000000
google	knew	it	1.000000000
loose	tea	and	0.333333333
his	courage	his	0.095238095
sounds	great	and	0.023980815
attention	would	be	1.000000000
king	and	i	0.062874251
gas	was	a	0.043478261
playoffs	all	season	0.181818182
card	due	to	1.000000000
in	have	you	0.076923077
is	web	based	0.285714286
appearance	tonight	at	0.375000000
from	dancing	to	0.107142857
actually	landed	on	0.666666667
team	william	and	0.666666667
these	band	mthembers	0.500000000
ththem	especially	the	0.147058824
research	part	new	0.500000000
guard	for	the	0.396825397
taken	along	the	0.600000000
country	that	is	0.105113636
peak	in	april	0.036697248
deal	more	with	0.050847458
offense	defense	or	0.363636364
only	off	by	0.250000000
changes	daily	but	0.454545455
rt	occupy	the	0.500000000
sleep	that	i	0.090909091
government	charged	me	0.333333333
been	upon	me	0.666666667
restaurant	week	starts	0.061224490
let	mine	go	0.200000000
we	writers	are	0.250000000
wonderful	holiday	and	0.071428571
isnt	like	the	0.150943396
network	has	been	0.114754098
move	last	year	0.333333333
top	college	programs	0.105263158
my	extrthemely	talented	0.133333333
run	bad	in	0.222222222
he	speaks	of	0.174698795
investigators	who	later	0.064516129
on	love	my	0.026315789
you	had	a	0.332128877
find	room	for	0.636363636
address	my	need	0.111111111
ryan	if	he	0.500000000
closed	more	than	1.000000000
steps	at	the	0.133333333
some	honey	and	0.210526316
push	off	the	0.200000000
them	what	they	0.285714286
setting	of	this	0.022471910
type	a	personality	0.075268817
late	morning	and	0.061224490
walker	to	get	0.133333333
that	officer	shot	0.142857143
what	summer	will	0.181818182
three	players	were	0.065217391
to	canadian	and	0.150000000
still	left	with	0.105263158
your	drunk	is	0.111111111
city	workers	and	0.070588235
re	sorry	we	0.125000000
essential	tool	in	0.181818182
each	made	a	0.285714286
of	grey	is	0.042253521
drama	plays	out	1.000000000
took	weeks	for	0.285714286
town	over	the	0.157894737
their	advice	and	0.127659574
a	chairs	match	1.000000000
until	tonight	to	0.048780488
especially	useful	for	0.368421053
her	flight	to	0.193548387
to	golden	state	0.250000000
and	therefore	i	0.047513812
about	acting	is	0.100000000
glass	windows	to	0.030303030
flour	eggs	and	0.400000000
films	have	come	0.054545455
world	runs	on	0.666666667
set	i	had	0.070588235
lane	has	been	0.176470588
already	it	is	0.166666667
yet	claim	that	0.500000000
think	local	first	0.200000000
between	lincoln	and	0.600000000
sunday	had	a	0.300000000
general	became	more	1.000000000
the	fly	is	0.032863850
with	mothers	and	0.272727273
you	he	said	0.175781250
never	fell	in	0.187500000
someone	working	on	0.312500000
partnership	it	has	0.500000000
does	make	me	0.153508772
written	five	books	0.400000000
schools	isnt	a	1.000000000
with	games	and	0.194444444
fun	seeing	all	0.057142857
getting	those	high	0.032786885
old	stand	by	0.571428571
critical	questions	that	0.250000000
dying	with	him	0.105263158
text	someone	to	0.066666667
least	known	of	0.285714286
cool	are	these	0.117647059
child	than	the	0.166666667
red	angel	is	0.666666667
called	all	i	0.074074074
other	assets	of	0.069767442
on	animals	in	0.117647059
hes	brought	to	0.222222222
guest	star	on	0.180327869
pizza	option	for	0.666666667
after	him	and	0.105263158
night	twitter	friends	0.030303030
possession	game	and	0.166666667
paying	customers	which	0.057142857
time	soon	to	0.027149321
family	funeral	and	0.147058824
then	attached	the	0.250000000
hear	and	see	0.125000000
since	several	of	0.500000000
well	wide	of	1.000000000
dont	act	like	0.618556701
